"stimulus","number_responses_all_trials","number_responses_correct_only","avg_words_per_response_all_trials","avg_words_per_response_correct_only","percent_unique_words_all_trials","percent_unique_words_correct_only","percent_unique_lemmas_all_trials","percent_unique_lemmas_correct_only","simpson_diversity_all_trials","simpson_diversity_correct_only","modal_agreement_all_trials","modal_agreement_correct_only","modal_names_all_trials","modal_names_correct_only","modal_response_agreement_all_trials","modal_response_agreement_correct_only","modal_response_all_trials","modal_response_correct_only"
"imgNew/10T_security.jpg",296,275,1.01351351351351,1.01090909090909,0.14,0.111510791366906,0.13,0.10431654676259,0.314158305462653,0.354959353816586,0.543918918918919,0.578181818181818,"security","security",0.540540540540541,0.574545454545455,"security","security"
"imgNew/11T_slow.jpg",288,252,1.125,1.08730158730159,0.194444444444444,0.109489051094891,0.188271604938272,0.102189781021898,0.508924817490349,0.704927675730595,0.802083333333333,0.912698412698413,"slow","slow",0.784722222222222,0.892857142857143,"slow","slow"
"imgNew/12T_think.jpg",292,286,1.10958904109589,1.10839160839161,0.135802469135802,0.116719242902208,0.126543209876543,0.107255520504732,0.47037801475366,0.491414766601446,0.753424657534247,0.769230769230769,"think","think",0.373287671232877,0.381118881118881,"thinking","thinking"
"imgNew/13T_leather.jpg",287,213,1.10104529616725,1.04694835680751,0.224683544303797,0.0852017937219731,0.215189873417722,0.0852017937219731,0.418565400843882,0.795984325132307,0.710801393728223,0.934272300469484,"leather","leather",0.700348432055749,0.92018779342723,"leather","leather"
"imgNew/14T_cube.jpg",291,242,1.03780068728522,1.03719008264463,0.172185430463576,0.131474103585657,0.149006622516556,0.119521912350598,0.325207366174562,0.457243027888446,0.573883161512027,0.690082644628099,"cube","cube",0.549828178694158,0.661157024793388,"cube","cube"
"imgNew/15T_alcohol.jpg",294,258,1.01700680272109,1.01937984496124,0.1438127090301,0.106463878326996,0.137123745819398,0.102661596958175,0.474153217660659,0.605114213566308,0.697278911564626,0.790697674418605,"alcohol","alcohol",0.697278911564626,0.790697674418605,"alcohol","alcohol"
"imgNew/16T_wax.jpg",297,259,1.03703703703704,1.03088803088803,0.172077922077922,0.0936329588014981,0.159090909090909,0.0823970037453183,0.50541478065908,0.672270564050576,0.734006734006734,0.841698841698842,"wax","wax",0.727272727272727,0.833976833976834,"wax","wax"
"imgNew/17T_small.jpg",293,241,1.04778156996587,1.03734439834025,0.221498371335505,0.14,0.205211726384365,0.132,0.281684443592855,0.421558232931727,0.542662116040956,0.659751037344398,"small","small",0.535836177474403,0.651452282157676,"small","small"
"imgNew/19T_farm.jpg",288,271,1.09027777777778,1.09225092250923,0.165605095541401,0.131756756756757,0.152866242038217,0.118243243243243,0.599112757168149,0.67418689876317,0.84375,0.896678966789668,"farm","farm",0.777777777777778,0.826568265682657,"farm","farm"
"imgNew/1T_dog.jpg",298,278,1.02013422818792,1.01438848920863,0.101973684210526,0.0602836879432624,0.0921052631578947,0.0531914893617021,0.674222685426437,0.770702405290124,0.835570469798658,0.888489208633094,"dog","dog",0.711409395973154,0.758992805755396,"dog","dog"
"imgNew/20T_hand.jpg",292,231,1.05479452054795,1.01731601731602,0.266233766233766,0.178723404255319,0.246753246753247,0.161702127659574,0.254579296924574,0.406728496090198,0.520547945205479,0.640692640692641,"hand","hand",0.479452054794521,0.593073593073593,"hand","hand"
"imgNew/21T_myth.jpg",298,263,1.03020134228188,1.02661596958175,0.241042345276873,0.203703703703704,0.231270358306189,0.196296296296296,0.062953737412446,0.0794712928541925,0.167785234899329,0.190114068441065,"mythical","mythical",0.167785234899329,0.190114068441065,"mythical","mythical"
"imgNew/22T_race.jpg",298,289,1.02013422818792,1.01730103806228,0.0888157894736842,0.0748299319727891,0.0756578947368421,0.0612244897959184,0.633359388570436,0.671472684636995,0.808724832214765,0.830449826989619,"race","race",0.708053691275168,0.730103806228374,"race","race"
"imgNew/23T_glass.jpg",292,271,1.07876712328767,1.04059040590406,0.168253968253968,0.102836879432624,0.161904761904762,0.0957446808510638,0.543908603781215,0.66712097120214,0.791095890410959,0.845018450184502,"glass","glass",0.654109589041096,0.701107011070111,"glass","glass"
"imgNew/24T_cow.jpg",285,128,1.15438596491228,1.25,0.373860182370821,0.3,0.35258358662614,0.275,0.0978760471495292,0.383490566037736,0.347368421052632,0.7734375,"cow","cow",0.312280701754386,0.6953125,"cow","cow"
"imgNew/25T_save.jpg",286,233,1.14335664335664,1.03862660944206,0.26605504587156,0.181818181818182,0.247706422018349,0.165289256198347,0.224686216018461,0.376358835430884,0.527972027972028,0.622317596566524,"save","save",0.405594405594406,0.484978540772532,"save","save"
"imgNew/26T_camp.jpg",294,289,1.03061224489796,1.02076124567474,0.0693069306930693,0.0474576271186441,0.0627062706270627,0.0440677966101695,0.800209822306734,0.844113916753142,0.921768707482993,0.937716262975779,"camp","camp",0.697278911564626,0.709342560553633,"camping","camping"
"imgNew/27T_potato.jpg",292,268,1.06164383561644,1.02985074626866,0.138709677419355,0.072463768115942,0.129032258064516,0.0652173913043478,0.605658210669172,0.763715415019763,0.825342465753425,0.899253731343284,"potato","potato",0.517123287671233,0.563432835820896,"potato","potato"
"imgNew/28T_soft.jpg",294,272,1.02721088435374,1.01470588235294,0.115894039735099,0.0688405797101449,0.115894039735099,0.0688405797101449,0.609381531759477,0.717022397891963,0.799319727891156,0.856617647058823,"soft","soft",0.792517006802721,0.849264705882353,"soft","soft"
"imgNew/29T_dance.jpg",586,581,1.14505119453925,1.14629948364888,0.107302533532042,0.103603603603604,0.0953800298062593,0.0915915915915916,0.449505082634517,0.452324504956084,0.750853242320819,0.753872633390706,"dance","dance",0.47098976109215,0.471600688468158,"dance","dance"
"imgNew/2T_bath.jpg",584,578,1.18321917808219,1.17647058823529,0.0926193921852388,0.0852941176470588,0.0824891461649783,0.0764705882352941,0.445277795255773,0.459754829766958,0.784246575342466,0.792387543252595,"bath","bath",0.731164383561644,0.738754325259516,"bath","bath"
"imgNew/30T_luck.jpg",290,277,1.04827586206897,1.03610108303249,0.111842105263158,0.0766550522648084,0.111842105263158,0.0766550522648084,0.388375021712698,0.431812090348676,0.551724137931034,0.574007220216607,"luck","luck",0.53448275862069,0.555956678700361,"luck","luck"
"imgNew/31T_turn.jpg",294,282,1.05442176870748,1.04609929078014,0.116129032258065,0.101694915254237,0.103225806451613,0.088135593220339,0.351832132790479,0.385887236250432,0.598639455782313,0.624113475177305,"turn","turn",0.496598639455782,0.517730496453901,"turn","turn"
"imgNew/32T_ocean.jpg",298,257,1.07046979865772,1.06614785992218,0.244514106583072,0.208029197080292,0.235109717868339,0.197080291970803,0.112103467991562,0.150503997219326,0.248322147651007,0.287937743190661,"ocean","ocean",0.24496644295302,0.284046692607004,"ocean","ocean"
"imgNew/33T_rare.jpg",296,202,1.05067567567568,1.04950495049505,0.311897106109325,0.216981132075472,0.308681672025723,0.212264150943396,0.247795871797531,0.463024233211124,0.52027027027027,0.712871287128713,"rare","rare",0.510135135135135,0.698019801980198,"rare","rare"
"imgNew/35T_fight.jpg",285,175,1.09473684210526,1.05714285714286,0.330128205128205,0.259459459459459,0.298076923076923,0.243243243243243,0.128349410503751,0.296004700352526,0.375438596491228,0.565714285714286,"fight","fight",0.32280701754386,0.491428571428571,"fight","fight"
"imgNew/36T_jump.jpg",291,190,1.05841924398625,1.01578947368421,0.262987012987013,0.10880829015544,0.24025974025974,0.0829015544041451,0.142899445831042,0.34925518134715,0.34020618556701,0.515789473684211,"hop","hop",0.261168384879725,0.4,"hop","hop"
"imgNew/37T_right.jpg",288,126,1.12152777777778,1.07936507936508,0.247678018575851,0.161764705882353,0.222910216718266,0.161764705882353,0.154375709093706,0.406971677559913,0.309027777777778,0.674603174603175,"right","right",0.291666666666667,0.626984126984127,"stop","right"
"imgNew/39T_find.jpg",291,221,1.09278350515464,1.10407239819005,0.283018867924528,0.176229508196721,0.251572327044025,0.147540983606557,0.129833541654267,0.206166093233489,0.305841924398625,0.398190045248869,"find","find",0.240549828178694,0.312217194570136,"find","find"
"imgNew/3T_justice.jpg",294,273,1.02380952380952,1.01465201465201,0.142857142857143,0.115523465703971,0.13953488372093,0.111913357400722,0.184208194905869,0.210668131638152,0.350340136054422,0.373626373626374,"justice","justice",0.346938775510204,0.36996336996337,"justice","justice"
"imgNew/40T_neck.jpg",293,265,1.04095563139932,1.0377358490566,0.157377049180328,0.130909090909091,0.147540983606557,0.12,0.354033649698016,0.419482415394824,0.587030716723549,0.645283018867924,"neck","neck",0.559726962457338,0.615094339622641,"neck","neck"
"imgNew/41T_large.jpg",293,166,1.03412969283276,1,0.244224422442244,0.192771084337349,0.234323432343234,0.192771084337349,0.0667715778200337,0.158378970427163,0.156996587030717,0.27710843373494,"large","large",0.156996587030717,0.27710843373494,"large","large"
"imgNew/42T_wine.jpg",288,270,1.08680555555556,1.09259259259259,0.0926517571884984,0.0745762711864407,0.0862619808306709,0.0677966101694915,0.707094290161383,0.771613052000461,0.913194444444444,0.959259259259259,"wine","wine",0.885416666666667,0.92962962962963,"wine","wine"
"imgNew/44T_king.jpg",292,290,1.08904109589041,1.07931034482759,0.132075471698113,0.118210862619808,0.128930817610063,0.115015974440895,0.22695077673948,0.234271319734579,0.352739726027397,0.355172413793103,"king","king",0.345890410958904,0.348275862068965,"king","king"
"imgNew/46T_party.jpg",288,284,1.02430555555556,1.02112676056338,0.0847457627118644,0.0758620689655172,0.0813559322033898,0.0724137931034483,0.600484261501211,0.621286242691803,0.784722222222222,0.795774647887324,"party","party",0.767361111111111,0.778169014084507,"party","party"
"imgNew/47T_graduation.jpg",294,291,1.02040816326531,1.01030927835052,0.09,0.0714285714285714,0.0866666666666667,0.0680272108843537,0.299130434782609,0.311485686424741,0.414965986394558,0.419243986254296,"graduate","graduate",0.408163265306122,0.412371134020619,"graduate","graduate"
"imgNew/48T_knight.jpg",298,284,1.03355704697987,1.03521126760563,0.201298701298701,0.183673469387755,0.194805194805195,0.17687074829932,0.338508397140319,0.362517703327065,0.590604026845638,0.612676056338028,"knight","knight",0.563758389261745,0.588028169014085,"knight","knight"
"imgNew/4T_science.jpg",298,290,1.03691275167785,1.03793103448276,0.145631067961165,0.129568106312292,0.135922330097087,0.119601328903654,0.309040474089018,0.325669988925803,0.540268456375839,0.555172413793103,"science","science",0.533557046979866,0.548275862068966,"science","science"
"imgNew/50T_pool.jpg",288,234,1.15277777777778,1.11111111111111,0.210843373493976,0.138461538461538,0.189759036144578,0.130769230769231,0.162687001783569,0.244579744579745,0.402777777777778,0.487179487179487,"pool","pool",0.395833333333333,0.478632478632479,"pool","pool"
"imgNew/51T_shoes.jpg",291,271,1.03436426116838,1.00738007380074,0.116279069767442,0.032967032967033,0.112956810631229,0.0293040293040293,0.622081949058693,0.756464124111183,0.814432989690722,0.874538745387454,"shoe","shoe",0.721649484536082,0.774907749077491,"shoes","shoes"
"imgNew/52T_hat.jpg",294,281,1.01360544217687,1.01423487544484,0.0704697986577181,0.0491228070175439,0.063758389261745,0.0421052631578947,0.702121890041353,0.76140350877193,0.846938775510204,0.882562277580071,"hat","hat",0.731292517006803,0.761565836298932,"hat","hat"
"imgNew/53T_rain.jpg",298,291,1.03691275167785,1.03436426116838,0.087378640776699,0.079734219269103,0.0809061488673139,0.0730897009966777,0.736834363047955,0.764518272425249,0.889261744966443,0.903780068728522,"rain","rain",0.869127516778524,0.883161512027491,"rain","rain"
"imgNew/5T_feet.jpg",294,278,1.06122448979592,1.02517985611511,0.141025641025641,0.0701754385964912,0.128205128205128,0.0631578947368421,0.57954077005524,0.694613293797875,0.802721088435374,0.848920863309353,"foot","foot",0.768707482993197,0.81294964028777,"feet","feet"
"imgNew/6T_wood.jpg",298,286,1.03020134228188,1.03146853146853,0.0749185667752443,0.0440677966101695,0.0749185667752443,0.0440677966101695,0.710842860488386,0.769906606710481,0.865771812080537,0.902097902097902,"wood","wood",0.855704697986577,0.891608391608392,"wood","wood"
"imgNew/7T_safety.jpg",288,275,1.10763888888889,1.10181818181818,0.203761755485893,0.174917491749175,0.191222570532915,0.165016501650165,0.167484868200548,0.185517889537298,0.375,0.392727272727273,"safety","safety",0.364583333333333,0.381818181818182,"safety","safety"
"imgNew/8T_predict.jpg",294,263,1.03401360544218,1.02281368821293,0.246710526315789,0.178438661710037,0.236842105263158,0.16728624535316,0.132165190203231,0.16570493258614,0.258503401360544,0.288973384030418,"prediction","prediction",0.23469387755102,0.262357414448669,"prediction","prediction"
"imgNew/A2T_airport.jpg",288,262,1.07291666666667,1.07251908396947,0.161812297734628,0.128113879003559,0.155339805825243,0.120996441281139,0.217311814399193,0.261642094560244,0.40625,0.446564885496183,"airport","airport",0.395833333333333,0.435114503816794,"airport","airport"
"imgNew/A6T_subway.jpg",292,286,1.07191780821918,1.06993006993007,0.121405750798722,0.111111111111111,0.108626198083067,0.0980392156862745,0.266486442205292,0.278517089896068,0.486301369863014,0.496503496503497,"subway","subway",0.465753424657534,0.475524475524476,"subway","subway"
"imgNew/A7T_ninja.jpg",294,238,1.01700680272109,1.02100840336134,0.133779264214047,0.0905349794238683,0.127090301003344,0.0864197530864197,0.573298018001841,0.797333605414413,0.768707482993197,0.911764705882353,"ninja","ninja",0.758503401360544,0.899159663865546,"ninja","ninja"
"imgNew/A9T_disco.jpg",298,290,1.02684563758389,1.02758620689655,0.0947712418300654,0.0805369127516778,0.0915032679738562,0.0771812080536913,0.723882995821279,0.762976521365783,0.87248322147651,0.896551724137931,"disco","disco",0.86241610738255,0.886206896551724,"disco","disco"
"imgNew/B10T_up.jpg",298,286,1.04697986577181,1.04895104895105,0.128205128205128,0.12,0.112179487179487,0.103333333333333,0.446100255585786,0.47304347826087,0.694630872483222,0.716783216783217,"up","up",0.677852348993289,0.699300699300699,"up","up"
"imgNew/B11T_wait.jpg",288,258,1.08333333333333,1.06589147286822,0.176282051282051,0.12,0.166666666666667,0.112727272727273,0.414667326242889,0.529263437292634,0.6875,0.767441860465116,"wait","wait",0.53125,0.593023255813954,"waiting","waiting"
"imgNew/B12T_danger.jpg",293,172,1.04095563139932,1.01744186046512,0.236065573770492,0.28,0.216393442622951,0.262857142857143,0.0894305435720449,0.0751395730706075,0.249146757679181,0.162790697674419,"slow","balance",0.245733788395904,0.151162790697674,"slow","balance"
"imgNew/B1T_through.jpg",290,152,1.11379310344828,1.10526315789474,0.359133126934985,0.31547619047619,0.346749226006192,0.303571428571429,0.113608830259793,0.321214713430282,0.327586206896552,0.625,"through","through",0.306896551724138,0.585526315789474,"through","through"
"imgNew/B2T_whole.jpg",291,250,1.08591065292096,1.056,0.218354430379747,0.166666666666667,0.205696202531646,0.159090909090909,0.245408880851919,0.327226639013711,0.52233676975945,0.588,"pie","pie",0.470790378006873,0.536,"pie","pie"
"imgNew/B4T_memory.jpg",294,99,1.02040816326531,1.03030303030303,0.323333333333333,0.392156862745098,0.256666666666667,0.323529411764706,0.0359643255295429,0.105028149873811,0.0952380952380952,0.242424242424242,"memory","memory",0.0816326530612245,0.202020202020202,"memory","memory"
"imgNew/B6T_identification.jpg",298,169,1.04362416107383,1.03550295857988,0.279742765273312,0.228571428571429,0.254019292604502,0.211428571428571,0.0834353282854476,0.162364532019704,0.194630872483221,0.343195266272189,"identification","identification",0.191275167785235,0.337278106508876,"identification","identification"
"imgNew/B7T_fast.jpg",288,277,1.08333333333333,1.08664259927798,0.121794871794872,0.0996677740863787,0.108974358974359,0.0863787375415282,0.516386346772199,0.554795127353267,0.770833333333333,0.8014440433213,"fast","fast",0.75,0.779783393501805,"fast","fast"
"imgNew/B8T_rough.jpg",292,222,1.05479452054795,1.05855855855856,0.237012987012987,0.131914893617021,0.227272727272727,0.127659574468085,0.326832776344177,0.550754682669576,0.599315068493151,0.783783783783784,"rough","rough",0.589041095890411,0.77027027027027,"rough","rough"
"imgNew/B9T_scent.jpg",293,166,1.06484641638225,1.0421686746988,0.33974358974359,0.219653179190751,0.323717948717949,0.208092485549133,0.0610726358314783,0.181543218174486,0.232081911262799,0.409638554216867,"smell","smell",0.204778156996587,0.36144578313253,"smell","smell"
"imgNew/C10T_jagged.jpg",298,130,1.04362416107383,1.03846153846154,0.334405144694534,0.222222222222222,0.29903536977492,0.214814814814815,0.0849911834871901,0.341735765616363,0.261744966442953,0.592307692307692,"jagged","jagged",0.258389261744966,0.584615384615385,"jagged","jagged"
"imgNew/C11T_kiss.jpg",287,274,1.09059233449477,1.09124087591241,0.134185303514377,0.11371237458194,0.121405750798722,0.103678929765886,0.564327844679282,0.61825772709928,0.818815331010453,0.857664233576642,"kiss","kiss",0.745644599303136,0.781021897810219,"kiss","kiss"
"imgNew/C12T_maple.jpg",291,190,1.12714776632302,1.06842105263158,0.228658536585366,0.0935960591133005,0.207317073170732,0.0886699507389163,0.244629671067353,0.540359947324782,0.532646048109966,0.757894736842105,"maple","maple",0.494845360824742,0.710526315789474,"maple","maple"
"imgNew/C14T_oil.jpg",294,221,1.01700680272109,1,0.17056856187291,0.0588235294117647,0.160535117056856,0.0497737556561086,0.597225651500528,0.90275606746195,0.785714285714286,0.950226244343891,"oil","oil",0.775510204081633,0.941176470588235,"oil","oil"
"imgNew/C15T_sand.jpg",298,278,1.03020134228188,1.01798561151079,0.0944625407166124,0.0600706713780919,0.0944625407166124,0.0600706713780919,0.664963488109685,0.769666441119715,0.838926174496644,0.892086330935252,"sand","sand",0.832214765100671,0.884892086330935,"sand","sand"
"imgNew/C17T_sting.jpg",298,199,1.03691275167785,1.0251256281407,0.330097087378641,0.235294117647059,0.3042071197411,0.215686274509804,0.243054679947884,0.533806626098715,0.51006711409396,0.748743718592965,"sting","sting",0.439597315436242,0.64321608040201,"sting","sting"
"imgNew/C21T_even.jpg",297,79,1.05723905723906,1,0.296178343949045,0.189873417721519,0.267515923566879,0.177215189873418,0.0747848029140636,0.50308341447582,0.198653198653199,0.708860759493671,"apple","even",0.191919191919192,0.708860759493671,"even","even"
"imgNew/C26T_low.jpg",288,215,1.11111111111111,1.06976744186047,0.24375,0.130434782608696,0.225,0.121739130434783,0.365967868338558,0.661439149420923,0.670138888888889,0.869767441860465,"low","low",0.621527777777778,0.804651162790698,"low","low"
"imgNew/C29T_plan.jpg",292,233,1.1027397260274,1.068669527897,0.248447204968944,0.164658634538153,0.226708074534162,0.14859437751004,0.158955902556065,0.25595932115559,0.397260273972603,0.493562231759657,"plan","plan",0.198630136986301,0.248927038626609,"plan","plan"
"imgNew/C33T_religion.jpg",294,274,1.01700680272109,1.01824817518248,0.120401337792642,0.100358422939068,0.110367892976589,0.0967741935483871,0.387151803550986,0.434645831721719,0.619047619047619,0.656934306569343,"religion","religion",0.619047619047619,0.656934306569343,"religion","religion"
"imgNew/C34T_sports.jpg",298,282,1.03020134228188,1.02836879432624,0.0977198697068404,0.0586206896551724,0.0944625407166124,0.0551724137931034,0.631985693300121,0.701610786302351,0.815436241610738,0.858156028368794,"sport","sport",0.449664429530201,0.471631205673759,"sport","sport"
"imgNew/C40T_real.jpg",298,285,1.03691275167785,1.03859649122807,0.271844660194175,0.246621621621622,0.242718446601942,0.216216216216216,0.0857605177993527,0.0920293174530463,0.211409395973154,0.217543859649123,"worker","worker",0.184563758389262,0.189473684210526,"worker","worker"
"imgNew/C41T_alive.jpg",285,220,1.04210526315789,1.04090909090909,0.218855218855219,0.148471615720524,0.208754208754209,0.14410480349345,0.112817362817363,0.184287137056615,0.287719298245614,0.372727272727273,"alive","alive",0.280701754385965,0.363636363636364,"alive","alive"
"imgNew/C42T_iron.jpg",288,256,1.07986111111111,1.08984375,0.167202572347267,0.111111111111111,0.160771704180064,0.10752688172043,0.212280883725755,0.263376395657667,0.395833333333333,0.4453125,"iron","iron",0.388888888888889,0.4375,"iron","iron"
"imgNew/C43T_net.jpg",292,281,1.0513698630137,1.04982206405694,0.117263843648208,0.101694915254237,0.104234527687296,0.0915254237288136,0.670456238955952,0.719727891156463,0.85958904109589,0.889679715302491,"net","net",0.777397260273973,0.804270462633452,"net","net"
"imgNew/C44T_kick.jpg",293,170,1.05119453924915,1.07647058823529,0.288961038961039,0.202185792349727,0.272727272727273,0.180327868852459,0.0872287321798722,0.180387918092836,0.197952218430034,0.335294117647059,"color","color",0.146757679180887,0.247058823529412,"kick","kick"
"imgNew/C6T_deliver.jpg",292,287,1.0513698630137,1.04529616724739,0.120521172638436,0.103333333333333,0.110749185667752,0.0933333333333333,0.447190819867578,0.466666666666667,0.654109589041096,0.665505226480836,"delivery","delivery",0.626712328767123,0.637630662020906,"delivery","delivery"
"imgNew/D1T_hot.jpg",298,125,1.04697986577181,1.072,0.259615384615385,0.26865671641791,0.246794871794872,0.261194029850746,0.109015582488251,0.239928178655594,0.238255033557047,0.504,"spa","heat",0.231543624161074,0.496,"spa,heat","heat"
"imgNew/D2T_crawl.jpg",287,222,1.1602787456446,1.01801801801802,0.24024024024024,0.079646017699115,0.228228228228228,0.0707964601769911,0.37949998190962,0.814434611602753,0.714285714285714,0.918918918918919,"crawl","crawl",0.491289198606272,0.630630630630631,"crawl","crawl"
"imgNew/D3T_blow.jpg",291,244,1.09965635738832,1.11065573770492,0.196875,0.158671586715867,0.178125,0.140221402214022,0.155897335423198,0.195981959819598,0.316151202749141,0.344262295081967,"party","party",0.29553264604811,0.319672131147541,"party","party"
"imgNew/D4T_pirate.jpg",287,273,1.07317073170732,1.07692307692308,0.175324675324675,0.153061224489796,0.172077922077922,0.149659863945578,0.582850374381319,0.639339694922338,0.818815331010453,0.860805860805861,"pirate","pirate",0.794425087108014,0.835164835164835,"pirate","pirate"
"imgNew/D5T_police.jpg",291,149,1.11340206185567,1.18120805369128,0.302469135802469,0.215909090909091,0.280864197530864,0.1875,0.0925543706761457,0.271948051948052,0.237113402061856,0.449664429530201,"cop","cop",0.213058419243986,0.395973154362416,"police","police"
"imgNew/D6T_sick.jpg",288,250,1.05555555555556,1.056,0.217105263157895,0.128787878787879,0.203947368421053,0.121212121212121,0.249869723814487,0.327025002880516,0.506944444444444,0.58,"sick","sick",0.496527777777778,0.568,"sick","sick"
"imgNew/D7T_bee.jpg",291,258,1.13058419243986,1.14341085271318,0.188449848024316,0.16271186440678,0.17629179331307,0.152542372881356,0.225850693157388,0.271878242822553,0.508591065292096,0.569767441860465,"bee","bee",0.261168384879725,0.294573643410853,"bees","bees"
"imgNew/MJ1_Paint.jpg",294,2,1.01700680272109,1,0.0802675585284281,1,0.0769230769230769,1,0.394873291284146,0,0.554421768707483,0.5,"paint","paint,brush",0.54421768707483,0.5,"paint","paint,brush"
"imgNew/MJ2_Baby.jpg",292,286,1.05821917808219,1.05944055944056,0.0809061488673139,0.0792079207920792,0.0679611650485437,0.066006600660066,0.798028832009415,0.800166109326164,0.945205479452055,0.947552447552448,"baby","baby",0.886986301369863,0.888111888111888,"baby","baby"
